PMID	doi	year	first_author	title	journal	PubMed_url	doi_url
26752167	10.1038/srep18812	2016	Taylor JY	A Genome-wide study of blood pressure in African Americans accounting for gene-smoking interaction.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26752167	https://doi.org/10.1038/srep18812
26780889	10.1038/srep19429	2016	Below JE	Meta-analysis of lipid-traits in Hispanics identifies novel loci, population-specific effects, and tissue-specific enrichment of eQTLs.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26780889	https://doi.org/10.1038/srep19429
26785701	10.1038/srep17958	2016	Wen W	Genome-wide association studies in East Asians identify new loci for waist-hip ratio and waist circumference.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26785701	https://doi.org/10.1038/srep17958
26833182	10.1038/srep20092	2016	Ware JJ	Genome-Wide Meta-Analysis of Cotinine Levels in Cigarette Smokers Identifies Locus at 4q13.2.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26833182	https://doi.org/10.1038/srep20092
26902266	10.1038/srep21440	2016	Giri AK	Genome wide association study of uric acid in Indian population and interaction of identified variants with Type 2 diabetes.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26902266	https://doi.org/10.1038/srep21440
26912274	10.1038/srep21243	2016	Zeng Y	Novel loci and pathways significantly associated with longevity.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/26912274	https://doi.org/10.1038/srep21243
27480026	10.1038/srep30811	2016	Liu X	Genome Wide Association Study Identifies L3MBTL4 as a Novel Susceptibility Gene for Hypertension.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27480026	https://doi.org/10.1038/srep30811
27545300	10.1038/srep31792	2016	Hao J	A bivariate genome-wide association study identifies ADAM12 as a novel susceptibility gene for Kashin-Beck disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27545300	https://doi.org/10.1038/srep31792
27561104	10.1038/srep31590	2016	Pirastu N	Non-additive genome-wide association scan reveals a new gene associated with habitual coffee consumption.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27561104	https://doi.org/10.1038/srep31590
27623749	10.1038/srep33043	2016	Hwang JY	An integrative study identifies KCNC2 as a novel predisposing factor for childhood obesity and the risk of diabetes in the Korean population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27623749	https://doi.org/10.1038/srep33043
27632927	10.1038/srep33240	2016	Einarsdottir E	Genome-wide association analysis reveals variants on chromosome 19 that contribute to childhood risk of chronic otitis media with effusion.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27632927	https://doi.org/10.1038/srep33240
27665939	10.1038/srep34088	2016	Liang KH	UGT2B28 genomic variation is associated with hepatitis B e-antigen seroconversion in response to antiviral therapy.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27665939	https://doi.org/10.1038/srep34088
27670397	10.1038/srep34206	2016	Reyes-Gibby CC	Genome-wide association study suggests common variants within RP11-634B7.4 gene influencing severe pre-treatment pain in head and neck cancer patients.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27670397	https://doi.org/10.1038/srep34206
27824142	10.1038/srep35371	2016	Lin H	Gene-gene Interaction Analyses for Atrial Fibrillation.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/27824142	https://doi.org/10.1038/srep35371
28008999	10.1038/srep39831	2016	Ostrowski J	Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28008999	https://doi.org/10.1038/srep39831
28045058	10.1038/srep39850	2017	Kim SW	Identification of genetic susceptibility loci for intestinal Behçet's disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28045058	https://doi.org/10.1038/srep39850
28059113	10.1038/srep40020	2017	Hao J	Genome-wide association study identifies COL2A1 locus involved in the hand development failure of Kashin-Beck disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28059113	https://doi.org/10.1038/srep40020
28112199	10.1038/srep41071	2017	Law PJ	Genome-wide association analysis of chronic lymphocytic leukaemia, Hodgkin lymphoma and multiple myeloma identifies pleiotropic risk loci.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28112199	https://doi.org/10.1038/srep41071
28120872	10.1038/srep41103	2017	Li X	Genome-wide association study identifies four SNPs associated with response to platinum-based neoadjuvant chemotherapy for cervical cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28120872	https://doi.org/10.1038/srep41103
28139761	10.1038/srep41653	2017	Pasanen A	Genome-Wide Association Study of Polymorphisms Predisposing to Bronchiolitis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28139761	https://doi.org/10.1038/srep41653
28155865	10.1038/srep40365	2017	Chen H	A Genome-Wide Association Study Identifies Genetic Variants Associated with Mathematics Ability.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28155865	https://doi.org/10.1038/srep40365
28300201	10.1038/srep44548	2017	Hernandez-Pacheco N	Identification of a novel locus associated with skin colour in African-admixed populations.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28300201	https://doi.org/10.1038/srep44548
28322352	10.1038/srep45025	2017	Ran S	Gene-based genome-wide association study identified 19p13.3 for lean body mass.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28322352	https://doi.org/10.1038/srep45025
28374850	10.1038/srep45652	2017	Ellinghaus E	Genome-wide association analysis for chronic venous disease identifies EFEMP1 and KCNH8 as susceptibility loci.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28374850	https://doi.org/10.1038/srep45652
28588231	10.1038/s41598-017-02287-x	2017	Li M	Genome-wide association study of 1,5-anhydroglucitol identifies novel genetic loci linked to glucose metabolism.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28588231	https://doi.org/10.1038/s41598-017-02287-x
28630421	10.1038/s41598-017-01674-8	2017	Li D	A genome-wide association study of anorexia nervosa suggests a risk locus implicated in dysregulated leptin signaling.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28630421	https://doi.org/10.1038/s41598-017-01674-8
28680059	10.1038/s41598-017-04822-2	2017	Song X	GWAS follow-up study of esophageal squamous cell carcinoma identifies potential genetic loci associated with family history of upper gastrointestinal cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28680059	https://doi.org/10.1038/s41598-017-04822-2
28698626	10.1038/s41598-017-03915-2	2017	Lopez-Mejias R	A genome-wide association study suggests the HLA Class II region as the major susceptibility locus for IgA vasculitis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28698626	https://doi.org/10.1038/s41598-017-03915-2
28706201	10.1038/s41598-017-05447-1	2017	Wei WH	Genotypic variability based association identifies novel non-additive loci DHCR7 and IRF4 in sero-negative rheumatoid arthritis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28706201	https://doi.org/10.1038/s41598-017-05447-1
28744025	10.1038/s41598-017-06795-8	2017	Woolston AL	Genetic loci associated with an earlier age at onset in multiplex schizophrenia.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28744025	https://doi.org/10.1038/s41598-017-06795-8
28775256	10.1038/s41598-017-07526-9	2017	Kawashima-Kumagai K	A genome-wide association study identified a novel genetic loci STON1-GTF2A1L/LHCGR/FSHR for bilaterality of neovascular age-related macular degeneration.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28775256	https://doi.org/10.1038/s41598-017-07526-9
28835685	10.1038/s41598-017-09632-0	2017	Yamashiro K	A prospective multicenter study on genome wide associations to ranibizumab treatment outcome for age-related macular degeneration.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28835685	https://doi.org/10.1038/s41598-017-09632-0
28839172	10.1038/s41598-017-08977-w	2017	Mahlman M	Genome-wide association study of bronchopulmonary dysplasia: a potential role for variants near the CRP gene.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28839172	https://doi.org/10.1038/s41598-017-08977-w
28871152	10.1038/s41598-017-09019-1	2017	Sofer T	Genome-Wide Association Study of Blood Pressure Traits by Hispanic/Latino Background: the Hispanic Community Health Study/Study of Latinos.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28871152	https://doi.org/10.1038/s41598-017-09019-1
28924203	10.1038/s41598-017-10507-7	2017	Ren HY	The common variants implicated in microstructural abnormality of first episode and drug-naïve patients with schizophrenia.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/28924203	https://doi.org/10.1038/s41598-017-10507-7
29097723	10.1038/s41598-017-15062-9	2017	Darlow JM	Genome-wide linkage and association study implicates the 10q26 region as a major genetic contributor to primary nonsyndromic vesicoureteric reflux.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29097723	https://doi.org/10.1038/s41598-017-15062-9
29118346	10.1038/s41598-017-14778-y	2017	Sakamoto Y	Genome-wide Association Study of Idiopathic Osteonecrosis of the Femoral Head.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29118346	https://doi.org/10.1038/s41598-017-14778-y
29123153	10.1038/s41598-017-14355-3	2017	Lee TH	A genome-wide association study links small-vessel ischemic stroke to autophagy.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29123153	https://doi.org/10.1038/s41598-017-14355-3
29147026	10.1038/s41598-017-15705-x	2017	Chen CH	Leveraging genome characteristics to improve gene discovery for putamen subcortical brain structure.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29147026	https://doi.org/10.1038/s41598-017-15705-x
29158487	10.1038/s41598-017-13475-0	2017	Heckerman D	Genetic variants associated with physical performance and anthropometry in old age: a genome-wide association study in the ilSIRENTE cohort.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29158487	https://doi.org/10.1038/s41598-017-13475-0
29170429	10.1038/s41598-017-16493-0	2017	Hachiya T	Genome-wide meta-analysis in Japanese populations identifies novel variants at the TMC6-TMC8 and SIX3-SIX2 loci associated with HbA<sub>1c</sub>.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29170429	https://doi.org/10.1038/s41598-017-16493-0
29213071	10.1038/s41598-017-17136-0	2017	Mendez-Giraldez R	GWAS of the electrocardiographic QT interval in Hispanics/Latinos generalizes previously identified loci and identifies population-specific signals.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29213071	https://doi.org/10.1038/s41598-017-17136-0
29217827	10.1038/s41598-017-15736-4	2017	Sanders AR	Genome-Wide Association Study of Male Sexual Orientation.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29217827	https://doi.org/10.1038/s41598-017-15736-4
29263402	10.1038/s41598-017-18214-z	2017	Han Y	Genome-wide association study identifies a missense variant at APOA5 for coronary artery disease in Multi-Ethnic Cohorts from Southeast Asia.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29263402	https://doi.org/10.1038/s41598-017-18214-z
29317701	10.1038/s41598-017-18246-5	2018	Rappoport N	A genome-wide association study identifies only two ancestry specific variants associated with spontaneous preterm birth.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29317701	https://doi.org/10.1038/s41598-017-18246-5
29330379	10.1038/s41598-017-16481-4	2018	Zuber V	Identification of shared genetic variants between schizophrenia and lung cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29330379	https://doi.org/10.1038/s41598-017-16481-4
29367611	10.1038/s41598-018-19590-w	2018	Gao B	Genome-wide association study of paclitaxel and carboplatin disposition in women with epithelial ovarian cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29367611	https://doi.org/10.1038/s41598-018-19590-w
29367735	10.1038/s41598-018-19914-w	2018	Nakagawa-Senda H	A genome-wide association study in the Japanese population identifies the 12q24 locus for habitual coffee consumption: The J-MICC Study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29367735	https://doi.org/10.1038/s41598-018-19914-w
29382897	10.1038/s41598-018-20194-7	2018	Pagerols M	Integrative genomic analysis of methylphenidate response in attention-deficit/hyperactivity disorder.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29382897	https://doi.org/10.1038/s41598-018-20194-7
29449654	10.1038/s41598-018-20435-9	2018	Gharahkhani P	Analysis combining correlated glaucoma traits identifies five new risk loci for open-angle glaucoma.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29449654	https://doi.org/10.1038/s41598-018-20435-9
29453348	10.1038/s41598-018-21425-7	2018	Chen CJ	ABCG2 contributes to the development of gout and hyperuricemia in a genome-wide association study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29453348	https://doi.org/10.1038/s41598-018-21425-7
29472613	10.1038/s41598-018-21737-8	2018	Warrier V	Genetic contribution to 'theory of mind' in adolescence.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29472613	https://doi.org/10.1038/s41598-018-21737-8
29531279	10.1038/s41598-018-21603-7	2018	Zhou S	Genome-wide association analysis identifies new candidate risk loci for familial intracranial aneurysm in the French-Canadian population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29531279	https://doi.org/10.1038/s41598-018-21603-7
29572449	10.1038/s41598-018-23407-1	2018	Gurung RL	Genetic markers for urine haptoglobin is associated with decline in renal function in type 2 diabetes in East Asians.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29572449	https://doi.org/10.1038/s41598-018-23407-1
29618737	10.1038/s41598-018-23843-z	2018	Napier MD	Genome-wide association study and meta-analysis identify loci associated with ventricular and supraventricular ectopy.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29618737	https://doi.org/10.1038/s41598-018-23843-z
29632305	10.1038/s41598-018-23074-2	2018	Lee HS	New Common and Rare Variants Influencing Metabolic Syndrome and Its Individual Components in a Korean Population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29632305	https://doi.org/10.1038/s41598-018-23074-2
29691431	10.1038/s41598-018-24735-y	2018	Tikkanen E	Biological Insights Into Muscular Strength: Genetic Findings in the UK Biobank.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29691431	https://doi.org/10.1038/s41598-018-24735-y
29743610	10.1038/s41598-018-24580-z	2018	Ostrom QT	Sex-specific glioma genome-wide association study identifies new risk locus at 3p21.31 in females, and finds sex-differences in risk at 8q24.21.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29743610	https://doi.org/10.1038/s41598-018-24580-z
29769613	10.1038/s41598-018-26042-y	2018	Sun X	Genetic variant for behavioral regulation factor of executive function and its possible brain mechanism in attention deficit hyperactivity disorder.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29769613	https://doi.org/10.1038/s41598-018-26042-y
29784950	10.1038/s41598-018-26217-7	2018	Sawai H	Genome-wide association study identified new susceptible genetic variants in HLA class I region for hepatitis B virus-related hepatocellular carcinoma.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29784950	https://doi.org/10.1038/s41598-018-26217-7
29855589	10.1038/s41598-018-26880-w	2018	Chernus J	GWAS reveals loci associated with velopharyngeal dysfunction.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29855589	https://doi.org/10.1038/s41598-018-26880-w
29884837	10.1038/s41598-018-27070-4	2018	Reyes-Gibby CC	Genome-wide association study identifies genes associated with neuropathy in patients with head and neck cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29884837	https://doi.org/10.1038/s41598-018-27070-4
29967481	10.1038/s41598-018-28128-z	2018	Joo YB	Genetic variants in systemic lupus erythematosus susceptibility loci, XKR6 and GLT1D1 are associated with childhood-onset SLE in a Korean cohort.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/29967481	https://doi.org/10.1038/s41598-018-28128-z
30120336	10.1038/s41598-018-30646-9	2018	Kikuchi M	Genome-wide Association Analysis of Eye Movement Dysfunction in Schizophrenia.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30120336	https://doi.org/10.1038/s41598-018-30646-9
30181573	10.1038/s41598-018-31282-z	2018	Jing J	Genetics of serum urate concentrations and gout in a high-risk population, patients with chronic kidney disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30181573	https://doi.org/10.1038/s41598-018-31282-z
30185882	10.1038/s41598-018-31238-3	2018	Zeiger AM	Genetic Determinants of Telomere Length in African American Youth.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30185882	https://doi.org/10.1038/s41598-018-31238-3
30242241	10.1038/s41598-018-32074-1	2018	Hachiya T	Genome-wide analysis of polymorphism × sodium interaction effect on blood pressure identifies a novel 3'-BCL11B gene desert locus.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30242241	https://doi.org/10.1038/s41598-018-32074-1
30279531	10.1038/s41598-018-32638-1	2018	Baselmans BML	A genetic perspective on the relationship between eudaimonic -and hedonic well-being.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30279531	https://doi.org/10.1038/s41598-018-32638-1
30315195	10.1038/s41598-018-33493-w	2018	Lee KY	Discovering Genetic Factors for psoriasis through exhaustively searching for significant second order SNP-SNP interactions.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30315195	https://doi.org/10.1038/s41598-018-33493-w
30643196	10.1038/s41598-018-36490-1	2019	Hitomi Y	POGLUT1, the putative effector gene driven by rs2293370 in primary biliary cholangitis susceptibility locus chromosome 3q13.33.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30643196	https://doi.org/10.1038/s41598-018-36490-1
30692554	10.1038/s41598-018-35852-z	2019	Bustos BI	Variants in ABCG8 and TRAF3 genes confer risk for gallstone disease in admixed Latinos with Mapuche Native American ancestry.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30692554	https://doi.org/10.1038/s41598-018-35852-z
30718733	10.1038/s41598-018-37832-9	2019	Moon S	The Korea Biobank Array: Design and Identification of Coding Variants Associated with Blood Biochemical Traits.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30718733	https://doi.org/10.1038/s41598-018-37832-9
30809046	10.1038/s41598-019-39055-y	2019	Schmitz B	Genome-wide association study suggests impact of chromosome 10 rs139401390 on kidney function in patients with coronary artery disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30809046	https://doi.org/10.1038/s41598-019-39055-y
30858448	10.1038/s41598-019-40834-w	2019	Tekola-Ayele F	Genetic overlap between birthweight and adult cardiometabolic diseases has implications for genomic medicine.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30858448	https://doi.org/10.1038/s41598-019-40834-w
30899057	10.1038/s41598-019-41434-4	2019	Lee MG	Integrative Genome-Wide Association Studies of eQTL and GWAS Data for Gout Disease Susceptibility.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30899057	https://doi.org/10.1038/s41598-019-41434-4
30899065	10.1038/s41598-019-41551-0	2019	Wang M	A genome-wide association study on photic sneeze reflex in the Chinese population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30899065	https://doi.org/10.1038/s41598-019-41551-0
30926877	10.1038/s41598-019-41850-6	2019	Brcic L	Genome-wide association analysis suggests novel loci underlying thyroid antibodies in Hashimoto's thyroiditis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30926877	https://doi.org/10.1038/s41598-019-41850-6
30988330	10.1038/s41598-019-42427-z	2019	Hellwege JN	Heritability and genome-wide association study of benign prostatic hyperplasia (BPH) in the eMERGE network.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/30988330	https://doi.org/10.1038/s41598-019-42427-z
31065058	10.1038/s41598-019-43458-2	2019	Rongve A	GBA and APOE ε4 associate with sporadic dementia with Lewy bodies in European genome wide association study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31065058	https://doi.org/10.1038/s41598-019-43458-2
31089239	10.1038/s41598-019-43692-8	2019	Choe EK	Genome-wide association study of right-sided colonic diverticulosis in a Korean population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31089239	https://doi.org/10.1038/s41598-019-43692-8
31263163	10.1038/s41598-019-45823-7	2019	Liu CT	Genome-wide Association Study of Change in Fasting Glucose over time in 13,807 non-diabetic European Ancestry Individuals.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31263163	https://doi.org/10.1038/s41598-019-45823-7
31388106	10.1038/s41598-019-47928-5	2019	Sofer T	Variants Associated with the Ankle Brachial Index Differ by Hispanic/Latino Ethnic Group: a genome-wide association study in the Hispanic Community Health Study/Study of Latinos.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31388106	https://doi.org/10.1038/s41598-019-47928-5
31511581	10.1038/s41598-019-49523-0	2019	Joo J	The association of integration patterns of human papilloma virus and single nucleotide polymorphisms on immune- or DNA repair-related genes in cervical cancer patients.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31511581	https://doi.org/10.1038/s41598-019-49523-0
31645637	10.1038/s41598-019-51630-x	2019	Nagtegaal AP	Genome-wide association meta-analysis identifies five novel loci for age-related hearing impairment.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31645637	https://doi.org/10.1038/s41598-019-51630-x
31748686	10.1038/s41598-019-53445-2	2019	Oh JJ	An exome-wide rare variant analysis of Korean men identifies three novel genes predisposing to prostate cancer.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31748686	https://doi.org/10.1038/s41598-019-53445-2
31754133	10.1038/s41598-019-53345-5	2019	Singh S	Genome Wide Analysis Approach Suggests Chromosome 2 Locus to be Associated with Thiazide and Thiazide Like-Diuretics Blood Pressure Response.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31754133	https://doi.org/10.1038/s41598-019-53345-5
31757997	10.1038/s41598-019-53654-9	2019	Low SK	Identification of two novel breast cancer loci through large-scale genome-wide association study in the Japanese population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31757997	https://doi.org/10.1038/s41598-019-53654-9
31784582	10.1038/s41598-019-52924-w	2019	Chittoor G	Fine mapping and identification of serum urate loci in American Indians: The Strong Heart Family Study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31784582	https://doi.org/10.1038/s41598-019-52924-w
31792237	10.1038/s41598-019-53560-0	2019	Yang BZ	Genomewide Gene-by-Sex Interaction Scans Identify ADGRV1 for Sex Differences in Opioid Dependent African Americans.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31792237	https://doi.org/10.1038/s41598-019-53560-0
31792241	10.1038/s41598-019-53988-4	2019	Gouveia MH	Genetics of cognitive trajectory in Brazilians: 15 years of follow-up from the Bambuí-Epigen Cohort Study of Aging.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31792241	https://doi.org/10.1038/s41598-019-53988-4
31819081	10.1038/s41598-019-54612-1	2019	Rivera NV	A Gene-Environment Interaction Between Smoking and Gene polymorphisms Provides a High Risk of Two Subgroups of Sarcoidosis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31819081	https://doi.org/10.1038/s41598-019-54612-1
31932636	10.1038/s41598-019-57072-9	2020	Hebbar P	Genome-wide association study identifies novel risk variants from RPS6KA1, CADPS, VARS, and DHX58 for fasting plasma glucose in Arab population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31932636	https://doi.org/10.1038/s41598-019-57072-9
31937794	10.1038/s41598-019-57066-7	2020	Kim YW	Exploring the Novel Susceptibility Gene Variants for Primary Open-Angle Glaucoma in East Asian Cohorts: The GLAU-GENDISK Study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31937794	https://doi.org/10.1038/s41598-019-57066-7
31996736	10.1038/s41598-020-58291-1	2020	Elsheikh SSM	Genome-Wide Association Study of Brain Connectivity Changes for Alzheimer's Disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/31996736	https://doi.org/10.1038/s41598-020-58291-1
32019955	10.1038/s41598-020-58457-x	2020	Brcic L	AATF and SMARCA2 are associated with thyroid volume in Hashimoto's thyroiditis patients.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32019955	https://doi.org/10.1038/s41598-020-58457-x
32024964	10.1038/s41598-020-58741-w	2020	Gonzalez-Serna D	A cross-disease meta-GWAS identifies four new susceptibility loci shared between systemic sclerosis and Crohn's disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32024964	https://doi.org/10.1038/s41598-020-58741-w
32193455	10.1038/s41598-020-61406-3	2020	Ran S	Replication of FTO Gene associated with lean mass in a Meta-Analysis of Genome-Wide Association Studies.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32193455	https://doi.org/10.1038/s41598-020-61406-3
32332799	10.1038/s41598-020-63792-0	2020	Song W	Genome-wide association analysis of insomnia using data from Partners Biobank.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32332799	https://doi.org/10.1038/s41598-020-63792-0
32427856	10.1038/s41598-020-65038-5	2020	Ahmad S	CDH6 and HAGH protein levels in plasma associate with Alzheimer's disease in APOE ε4 carriers.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32427856	https://doi.org/10.1038/s41598-020-65038-5
32488134	10.1038/s41598-020-65855-8	2020	Auckland K	The Human Leukocyte Antigen Locus and Rheumatic Heart Disease Susceptibility in South Asians and Europeans.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32488134	https://doi.org/10.1038/s41598-020-65855-8
32514006	10.1038/s41598-020-66064-z	2020	Cho SK	Polygenic analysis of the effect of common and low-frequency genetic variants on serum uric acid levels in Korean individuals.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32514006	https://doi.org/10.1038/s41598-020-66064-z
32546850	10.1038/s41598-020-66737-9	2020	Campos AI	Genetic aetiology of self-harm ideation and behaviour.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32546850	https://doi.org/10.1038/s41598-020-66737-9
32572055	10.1038/s41598-020-66334-w	2020	Sekula P	Urine 6-Bromotryptophan: Associations with Genetic Variants and Incident End-Stage Kidney Disease.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32572055	https://doi.org/10.1038/s41598-020-66334-w
32572135	10.1038/s41598-020-67045-y	2020	Zhao Y	Four Loci Are Associated with Cardiorespiratory Fitness and Endurance Performance in Young Chinese Females.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32572135	https://doi.org/10.1038/s41598-020-67045-y
32581322	10.1038/s41598-020-66951-5	2020	Kakuta Y	An Integrated Genomic and Transcriptomic Analysis Reveals Candidates of Susceptibility Genes for Crohn's Disease in Japanese Populations.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32581322	https://doi.org/10.1038/s41598-020-66951-5
32724131	10.1038/s41598-020-69291-6	2020	Li QS	Genome-wide association study and polygenic risk score analysis of esketamine treatment response.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32724131	https://doi.org/10.1038/s41598-020-69291-6
32753590	10.1038/s41598-020-70092-0	2020	Park B	Effect of 6p21 region on lung function is modified by smoking: a genome-wide interaction study.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32753590	https://doi.org/10.1038/s41598-020-70092-0
32792643	10.1038/s41598-020-69224-3	2020	Romero-Hidalgo S	Native American ancestry significantly contributes to neuromyelitis optica susceptibility in the admixed Mexican population.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32792643	https://doi.org/10.1038/s41598-020-69224-3
32884031	10.1038/s41598-020-71569-8	2020	Chuang GT	Genome-wide association study for circulating fibroblast growth factor 21 and 23.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/32884031	https://doi.org/10.1038/s41598-020-71569-8
33004991	10.1038/s41598-020-73263-1	2020	Sutoh Y	ALDH2 genotype modulates the association between alcohol consumption and AST/ALT ratio among middle-aged Japanese men: a genome-wide G × E interaction analysis.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/33004991	https://doi.org/10.1038/s41598-020-73263-1
33093602	10.1038/s41598-020-75199-y	2020	Chen IC	CUX2, BRAP and ALDH2 are associated with metabolic traits in people with excessive alcohol consumption.	Sci Rep	https://pubmed.ncbi.nlm.nih.gov/33093602	https://doi.org/10.1038/s41598-020-75199-y
